SOC,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
51-4061,0.486620,0.492923,0.466334,0.467566,0.548629,0.539708,0.538914,0.566651,0.566651,0.566651,0.566651,0.566651,0.566651,0.560881
51-4062,0.403903,0.411282,0.387422,0.389882,0.558260,0.549031,0.547417,0.584900,0.584900,0.584900,0.584900,0.584900,0.584900,0.584900
51-4071,0.372175,0.380279,0.361324,0.361234,0.504665,0.500724,0.499646,0.526835,0.526835,0.526835,0.526835,0.526835,0.526835,0.541053
51-4072,0.372235,0.377823,0.353607,0.479581,0.522059,0.515029,0.514787,0.521962,0.521962,0.521962,0.521962,0.521962,0.521962,0.548090
51-4081,0.441069,0.446837,0.418702,0.514021,0.554660,0.548565,0.547869,0.575893,0.575893,0.575893,0.562502,0.562502,0.562502,0.562502
51-4111,0.387825,0.395536,0.358994,0.513893,0.556589,0.549805,0.548318,0.575264,0.575264,0.588897,0.588897,0.588897,0.588897,0.588897
51-4121,0.342804,0.349393,0.329339,0.472266,0.519574,0.513604,0.512164,0.539522,0.539522,0.559734,0.559734,0.559734,0.559734,0.559734
51-4122,0.360768,0.368474,0.344084,0.509758,0.553994,0.547734,0.546050,0.567357,0.567357,0.567357,0.567357,0.567357,0.564801,0.564801
51-4191,0.391900,0.402074,0.380160,0.373258,0.549390,0.542717,0.539975,0.569964,0.569964,0.569964,0.569964,0.569964,0.569964,0.550480
51-4192,0.454357,0.463659,0.423280,0.514669,0.563246,0.557556,0.556616,0.578151,0.578151,0.578151,0.578151,0.578151,0.578151,0.578151
51-4193,0.417875,0.426562,0.401205,0.502727,0.535986,0.531788,0.531130,0.567098,0.567098,0.567098,0.567098,0.567098,0.567098,0.591363
51-4194,0.393565,0.401048,0.374635,0.516801,0.554369,0.547604,0.547158,0.576437,0.576437,0.576437,0.576437,0.576437,0.576437,0.568648
51-5111,0.435995,0.446365,0.426604,0.609338,0.663873,0.654489,0.651247,0.688080,0.688080,0.688080,0.688080,0.688080,0.688080,0.694012
51-5112,0.442015,0.449310,0.433079,0.520154,0.549282,0.542743,0.541731,0.572616,0.572575,0.575515,0.575515,0.575515,0.575515,0.575515
51-5113,0.423480,0.429960,0.414855,0.448592,0.575298,0.566732,0.565738,0.604576,0.595516,0.595516,0.595516,0.595516,0.586681,0.586681
51-6011,0.440087,0.450931,0.434966,0.433858,0.601633,0.597669,0.592227,0.617387,0.617387,0.617387,0.617387,0.617387,0.616453,0.616453
51-6021,0.387642,0.399111,0.387858,0.384697,0.544413,0.539684,0.535501,0.548631,0.548631,0.548631,0.548631,0.548631,0.548631,0.548631
51-6031,0.383605,0.393554,0.374005,0.368642,0.551013,0.547405,0.545564,0.591968,0.591968,0.591968,0.591968,0.591968,0.591968,0.591968
51-6041,0.455769,0.465709,0.448857,0.450980,0.589172,0.581715,0.580635,0.602360,0.602360,0.602360,0.602360,0.602360,0.602360,0.602360
51-6042,0.389954,0.394964,0.379118,0.377865,0.572690,0.563916,0.560358,0.574900,0.574900,0.574900,0.574900,0.574900,0.574900,0.574900
51-6051,0.365292,0.376004,0.360404,0.363082,0.646658,0.636606,0.634838,0.676530,0.676530,0.676530,0.676530,0.676530,0.676530,0.676530
51-6052,0.532484,0.537116,0.514765,0.546084,0.650994,0.642752,0.641684,0.670992,0.670992,0.670992,0.670992,0.670992,0.670992,0.670992
51-6061,0.386520,0.396201,0.376316,0.375509,0.577040,0.569199,0.564736,0.592699,0.592699,0.592699,0.592699,0.592699,0.592699,0.592699
51-6062,0.408370,0.415726,0.396675,0.396859,0.565955,0.560430,0.558256,0.570710,0.570710,0.570710,0.570710,0.570710,0.570710,0.570710
51-6063,0.408370,0.415726,0.396675,0.396859,0.535309,0.528199,0.526809,0.550806,0.550806,0.550806,0.550806,0.550806,0.550806,0.550806
51-6064,0.408370,0.415726,0.396675,0.396859,0.557365,0.551813,0.550307,0.575594,0.575594,0.575594,0.575594,0.575594,0.575594,0.575594
51-6091,0.402529,0.408366,0.386965,0.387938,0.548637,0.542807,0.541292,0.574425,0.574425,0.574425,0.574425,0.574425,0.574425,0.574425
51-6092,0.528865,0.538472,0.509170,0.514629,0.664385,0.657261,0.656548,0.684169,0.684169,0.684169,0.684169,0.684169,0.684169,0.675291
51-6093,0.433923,0.440806,0.415241,0.420157,0.569777,0.565073,0.563981,0.591128,0.591128,0.591128,0.591128,0.591128,0.591128,0.590960
51-7011,0.411787,0.420433,0.400307,0.404967,0.524670,0.517919,0.516744,0.532758,0.532758,0.532758,0.532758,0.532758,0.551231,0.551231
51-7021,0.417457,0.427387,0.419790,0.418301,0.499453,0.498109,0.497921,0.547684,0.547684,0.547684,0.547684,0.547684,0.547684,0.547684
51-7031,0.448342,0.453161,0.426947,0.430031,0.567097,0.555985,0.555377,0.594635,0.594635,0.594635,0.594635,0.594635,0.594635,0.594635
51-7032,0.448342,0.453161,0.426947,0.430031,0.531540,0.522417,0.521871,0.546030,0.546030,0.546030,0.546030,0.546030,0.546030,0.546030
51-7041,0.397877,0.405126,0.383277,0.345577,0.540838,0.534052,0.532097,0.558994,0.558994,0.558994,0.527578,0.527578,0.527578,0.527578
51-7042,0.363780,0.370291,0.355083,0.362768,0.520576,0.515394,0.515089,0.537385,0.537385,0.537385,0.537385,0.537385,0.517228,0.517228
51-8011,0.533005,0.540091,0.514229,0.581114,0.629796,0.622118,0.618779,0.663387,0.663387,0.663387,0.663387,0.677156,0.677156,0.677156
51-8012,0.501139,0.507733,0.484953,0.484653,0.676517,0.668467,0.662324,0.722844,0.722844,0.722844,0.722844,0.684352,0.684352,0.684352
51-8013,0.413965,0.422145,0.397866,0.403540,0.573347,0.565648,0.562162,0.576743,0.576743,0.576743,0.576743,0.591704,0.591704,0.591704
51-8021,0.346966,0.355295,0.334763,0.539075,0.560994,0.550746,0.546930,0.583151,0.583151,0.583151,0.595575,0.595575,0.595575,0.595575
51-8031,0.545510,0.551196,0.532062,0.528279,0.564211,0.555390,0.582714,0.614164,0.614164,0.614164,0.614164,0.614164,0.614164,0.614164
51-8091,0.512654,0.512654,0.480074,0.526723,0.568600,0.560220,0.556531,0.595631,0.595631,0.595631,0.595631,0.595631,0.589586,0.589586
51-8092,0.487452,0.490075,0.454486,0.457553,0.557031,0.548064,0.543818,0.579998,0.579998,0.579998,0.579998,0.579998,0.579998,0.579998
51-8093,0.490244,0.497879,0.473702,0.437440,0.573280,0.565897,0.562875,0.601651,0.601651,0.601651,0.601651,0.601651,0.601651,0.601651
51-9011,0.466419,0.475231,0.451281,0.438846,0.583769,0.575497,0.574540,0.606127,0.606127,0.606127,0.606127,0.606127,0.591792,0.591792
51-9012,0.428233,0.436773,0.410202,0.412100,0.548901,0.542305,0.540360,0.575179,0.575179,0.575179,0.575179,0.575179,0.575332,0.575332
51-9021,0.382105,0.387180,0.367134,0.370838,0.552099,0.544908,0.542740,0.574084,0.574084,0.574084,0.574084,0.574084,0.574084,0.558505
51-9022,0.355754,0.360425,0.348339,0.351083,0.570874,0.564980,0.561825,0.583414,0.583414,0.583414,0.583414,0.583414,0.583414,0.575495
51-9023,0.382105,0.387180,0.367134,0.370838,0.548857,0.543031,0.539797,0.576144,0.576144,0.576144,0.576144,0.569951,0.569951,0.569951
51-9031,0.364589,0.376724,0.352068,0.355378,0.564625,0.559438,0.556978,0.584754,0.584754,0.584754,0.584754,0.584754,0.584754,0.584754
51-9032,0.347029,0.355865,0.336426,0.356711,0.565455,0.557575,0.556665,0.579684,0.579684,0.579684,0.579684,0.579684,0.579684,0.566343
51-9041,0.392762,0.394697,0.375345,0.360095,0.546147,0.540030,0.538482,0.561643,0.561643,0.561643,0.561643,0.561643,0.561643,0.555905
51-9051,0.431174,0.434161,0.493821,0.494844,0.536706,0.533318,0.531068,0.562156,0.562156,0.562156,0.562156,0.562156,0.591294,0.591294
51-9061,0.488646,0.496067,0.472717,0.465494,0.625216,0.619417,0.617493,0.661888,0.661888,0.646374,0.646374,0.646374,0.646374,0.646374
51-9071,0.438273,0.450947,0.441255,0.441255,0.508349,0.621938,0.620571,0.668153,0.668153,0.668153,0.668153,0.668153,0.668153,0.668153
51-9081,0.498614,0.506312,0.598095,0.596872,0.632160,0.622739,0.621412,0.655567,0.655567,0.655567,0.655567,0.649328,0.649328,0.649328
51-9082,0.549231,0.553202,0.534006,0.579279,0.617232,0.610212,0.606237,0.630087,0.630087,0.630087,0.630087,0.630087,0.635629,0.635629
51-9083,0.425508,0.433662,0.406222,0.577331,0.624435,0.617158,0.616852,0.634796,0.634796,0.634796,0.634796,0.634796,0.622033,0.622033
51-9111,0.327747,0.520687,0.508442,0.508872,0.549771,0.545878,0.544022,0.559217,0.559217,0.559217,0.559217,0.559217,0.559217,0.559217
51-9121,0.368577,0.375757,0.357223,0.355773,0.542567,0.536375,0.534016,0.550076,0.550076,0.550076,0.550076,0.550076,0.550076,0.550076
51-9122,0.382806,0.390123,0.380716,0.492047,0.532159,0.524554,0.523277,0.541153,0.541153,0.541153,0.541153,0.585271,0.585271,0.585271
51-9123,0.363354,0.373097,0.358300,0.358604,0.583791,0.576296,0.574735,0.599769,0.599769,0.599769,0.599769,0.599769,0.599769,0.599769
51-9141,0.462580,0.469542,0.442468,0.445175,0.582796,0.577920,0.576052,0.611966,0.611966,0.611966,0.611966,0.611966,0.611966,0.611966
51-9151,0.420428,0.428640,0.415815,0.521834,0.620608,0.613515,0.611224,0.641378,0.641433,0.641433,0.641433,0.641433,0.641433,0.641433
51-9191,0.405954,0.413963,0.389356,0.392471,0.537908,0.530638,0.530077,0.564553,0.564553,0.564553,0.564553,0.564553,0.550316,0.550316
51-9192,0.410444,0.418799,0.392689,0.397389,0.574072,0.568560,0.565834,0.593149,0.593149,0.593149,0.593149,0.593149,0.593149,0.593149
51-9193,0.389853,0.396766,0.377372,0.510557,0.539422,0.532787,0.530418,0.560615,0.560615,0.560615,0.560615,0.560615,0.560615,0.560615
51-9194,0.440647,0.452873,0.438702,0.395747,0.607940,0.601742,0.598155,0.628822,0.628822,0.628822,0.628822,0.628822,0.628822,0.628822
51-9195,0.403776,0.409676,0.386844,0.410880,0.568803,0.562668,0.562321,0.592384,0.592384,0.592384,0.592384,0.592384,0.595130,0.595130
51-9196,0.403624,0.406841,0.383197,0.380569,0.570370,0.566807,0.565439,0.584183,0.584183,0.584183,0.584183,0.584183,0.584183,0.584183
51-9197,0.299331,0.306224,0.290509,0.288717,0.522263,0.514209,0.511300,0.535340,0.535340,0.535340,0.535340,0.535340,0.535340,0.535340
51-9198,0.323268,0.337038,0.316727,0.336575,0.531796,0.525045,0.524285,0.548393,0.548393,0.548393,0.548393,0.548393,0.554236,0.554236
53-1021,0.699883,0.703221,0.672475,0.641938,0.683014,0.678179,0.675692,0.704301,0.704301,0.704301,0.704301,0.704301,0.692306,0.692306
53-1031,0.651967,0.658560,0.632516,0.641833,0.675849,0.668313,0.665341,0.707092,0.707092,0.707092,0.707626,0.707626,0.707626,0.707626
53-2011,0.519681,0.524279,0.501219,0.557483,0.598784,0.592827,0.589077,0.623677,0.623677,0.620498,0.620498,0.620498,0.620498,0.620498
53-2012,0.519681,0.524279,0.501219,0.555602,0.596922,0.592287,0.587018,0.617851,0.617851,0.617851,0.617851,0.617851,0.628385,0.628385
53-2021,0.563249,0.570079,0.548450,0.549589,0.699399,0.690931,0.685010,0.725905,0.725905,0.725905,0.725905,0.734758,0.734758,0.734758
53-2031,0.647512,0.651700,0.630633,0.636106,0.679235,0.678353,0.677150,0.689637,0.689637,0.693073,0.693073,0.693073,0.693073,0.693073
53-3011,0.482686,0.486647,0.478526,0.565288,0.598862,0.592803,0.588168,0.627344,0.627344,0.627344,0.627344,0.627344,0.627344,0.627344
53-3021,0.468609,0.541728,0.528008,0.525134,0.568272,0.564991,0.561005,0.614160,0.614160,0.614160,0.614160,0.614160,0.614160,0.614160
53-3022,0.438319,0.444082,0.435361,0.560250,0.600426,0.598076,0.594481,0.600965,0.594465,0.594465,0.594465,0.594465,0.594465,0.594465
53-3031,0.618831,0.578740,0.562691,0.565643,0.612356,0.608646,0.606622,0.618941,0.618941,0.641098,0.641098,0.641098,0.641098,0.641098
53-3032,0.414031,0.419980,0.403010,0.503801,0.556852,0.553027,0.549633,0.562852,0.554876,0.554876,0.554876,0.574498,0.574498,0.574498
53-3033,0.435889,0.442048,0.423740,0.524388,0.565777,0.558532,0.557790,0.572105,0.572105,0.572105,0.572105,0.591278,0.591278,0.591278
53-3041,0.456314,0.531184,0.515968,0.521317,0.572434,0.569637,0.567854,0.624141,0.624141,0.624141,0.624141,0.624141,0.624141,0.624141
53-4011,0.459308,0.462819,0.446387,0.441612,0.564188,0.559866,0.555258,0.583039,0.583039,0.583039,0.583039,0.583039,0.580559,0.580559
53-4012,0.421192,0.426081,0.405997,0.400660,0.456879,0.455534,0.526787,0.557606,0.557606,0.557606,0.557606,0.557606,0.557606,0.557606
53-4013,0.425365,0.433650,0.417344,0.531841,0.572585,0.568875,0.561781,0.569944,0.569944,0.569944,0.569944,0.569944,0.569944,0.569944
53-4021,0.430177,0.435568,0.416317,0.368475,0.568929,0.566045,0.561583,0.571749,0.571749,0.571749,0.571749,0.571749,0.571749,0.571749
53-4031,0.606554,0.612223,0.593146,0.543208,0.588267,0.583625,0.580589,0.612520,0.612520,0.612520,0.617194,0.617194,0.617194,0.617194
53-4041,0.523856,0.525716,0.504743,0.507022,0.578318,0.574087,0.567842,0.578047,0.578047,0.578047,0.578047,0.578047,0.578047,0.578047
53-5011,0.424585,0.428412,0.412117,0.378687,0.540778,0.537170,0.532336,0.545654,0.545654,0.545654,0.545654,0.545654,0.545654,0.553369
53-5021,0.565592,0.568762,0.545049,0.544369,0.612891,0.606791,0.600844,0.633973,0.633973,0.633973,0.633973,0.633973,0.610313,0.610313
53-5022,0.376338,0.380677,0.367588,0.364767,0.567776,0.567399,0.561733,0.579647,0.579647,0.579647,0.579647,0.579647,0.579647,0.579647
53-5031,0.537332,0.540429,0.522808,0.517482,0.577143,0.571073,0.565607,0.598046,0.598046,0.598046,0.598046,0.598046,0.598046,0.576966
53-6011,0.424342,0.428917,0.545639,0.544624,0.584558,0.579923,0.574822,0.592981,0.592981,0.592981,0.592981,0.592981,0.592981,0.592981
53-6021,0.557673,0.573919,0.561239,0.558091,0.603095,0.599685,0.598082,0.608640,0.608640,0.608640,0.608640,0.608640,0.611612,0.611612
53-6031,0.486763,0.491512,0.473586,0.537042,0.574903,0.568809,0.565988,0.582444,0.582444,0.582444,0.582444,0.582444,0.582444,0.593160
53-6041,0.594034,0.600670,0.566495,0.645210,0.684999,0.665600,0.657822,0.695932,0.695932,0.695932,0.695932,0.695932,0.695932,0.665172
53-6051,0.542949,0.550825,0.525548,0.585059,0.615113,0.608551,0.601990,0.625382,0.625382,0.625382,0.649091,0.649091,0.649091,0.649091
53-6061,0.603870,0.607820,0.593325,0.590166,0.629837,0.625301,0.619382,0.648376,0.648376,0.648376,0.648376,0.648376,0.664665,0.664665
53-7011,0.410476,0.417268,0.397190,0.528514,0.561120,0.554705,0.548841,0.576092,0.576092,0.576092,0.576092,0.576092,0.576092,0.576092
53-7021,0.389916,0.396238,0.374388,0.481900,0.515171,0.507945,0.507115,0.513176,0.513176,0.513176,0.513176,0.513176,0.545180,0.545180
53-7031,0.431721,0.436122,0.417506,0.415526,0.466576,0.501878,0.499236,0.531727,0.531727,0.531727,0.531727,0.531727,0.531727,0.531727
53-7032,0.404223,0.410147,0.390979,0.377857,0.498268,0.493170,0.491077,0.521341,0.521341,0.521341,0.545159,0.545159,0.545159,0.545159
53-7033,0.270236,0.275728,0.264086,0.261230,0.312685,0.512730,0.509115,0.519084,0.519084,0.519084,0.519084,0.519084,0.519084,0.519084
53-7041,0.347360,0.354897,0.504838,0.501881,0.540230,0.537037,0.535546,0.548853,0.548853,0.548853,0.548853,0.548853,0.548853,0.548853
53-7051,0.338423,0.525472,0.506198,0.504128,0.540081,0.516346,0.515236,0.529755,0.529755,0.529755,0.561720,0.561720,0.561720,0.561720
53-7061,0.412772,0.418596,0.561952,0.558801,0.582445,0.578293,0.573759,0.579694,0.579694,0.579694,0.562751,0.562751,0.562751,0.562751
53-7062,0.300726,0.309561,0.297949,0.570563,0.588554,0.585938,0.582895,0.598544,0.598544,0.598544,0.547047,0.547047,0.547047,0.547047
53-7063,0.332241,0.343479,0.323812,0.321939,0.545034,0.538822,0.535090,0.568826,0.568826,0.568826,0.568826,0.568826,0.568826,0.569799
53-7064,0.374774,0.611199,0.596910,0.590598,0.628393,0.623940,0.620610,0.633053,0.644644,0.644644,0.644644,0.644644,0.644644,0.644644
53-7071,0.462817,0.467742,0.446811,0.427375,0.553552,0.544847,0.540909,0.567819,0.567819,0.567819,0.567819,0.567819,0.567819,0.567819
53-7072,0.376933,0.385290,0.364939,0.364104,0.555271,0.545953,0.542861,0.583606,0.583606,0.583606,0.583606,0.583606,0.583606,0.583606
53-7073,0.456354,0.459962,0.505877,0.500283,0.534388,0.526316,0.523012,0.539995,0.539995,0.539995,0.539995,0.539995,0.539995,0.539995
53-7081,0.341178,0.347808,0.514592,0.510913,0.542355,0.538243,0.535151,0.544965,0.544965,0.549754,0.549754,0.549754,0.549754,0.549754
53-7111,0.300039,0.303890,0.496307,0.492294,0.518088,0.512446,0.511574,0.523071,0.523071,0.523071,0.523071,0.523071,0.523071,0.523071
53-7121,0.444347,0.448722,0.427153,0.428028,0.549945,0.546222,0.545602,0.566648,0.566648,0.566648,0.566648,0.566648,0.566648,0.566648
